,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
2649,"['YyMeR', 'Illaoi']","['Meadhames', 'LeeSin']","['TimmyMcThompson', 'Kassadin']","['Kymori', 'Ezreal']","['RedNayce', 'Lux']","['Raichu InComing', 'Aatrox']","['MCThunder', 'Graves']","['MeowingDuck420', 'Viktor']","['G2Philipp Amthor', 'Varus']","['Culverin', 'Ashe']",Victoire des Bleus
2650,"['MeowingDuck420', 'Nasus']","['Mister Cowsep', 'Hecarim']","['28aLeXx28', 'Kassadin']","['JTN Cookie v2', 'Seraphine']","['Racerbilen Rorri', 'Twitch']","['Raichu InComing', 'Fiora']","['Teannealda', 'Udyr']","['tortoiselder', 'Ekko']","['MCThunder', 'TahmKench']","['Jobless Oblige', 'Senna']",Victoire des Bleus
2651,"['SO Drizzle', 'Kayle']","['Kênzz', 'Sejuani']","['Bambõo Flute ', 'Akali']","['Hewse', 'Varus']","['vk4', 'Lulu']","['Raichu InComing', 'Fiora']","['Diffed Jungle', 'Evelynn']","['ƒried Chicken', 'Syndra']","['Asokura', 'Aphelios']","['scarletcats', 'Yuumi']",Victoire des Rouges
2652,"['Raichu InComing', 'Fiora']","['Vixente', 'Kayn']","['YLClyde', 'Karthus']","['Cylence', 'Jhin']","['Floper', 'Rakan']","['ssysmte', 'Riven']","['1Chronos', 'Lillia']","['JohnnLeeSinz', 'Zed']","['Z1ER', 'Jinx']","['scarletcats', 'Lulu']",Victoire des Rouges
2653,"['Nybe', 'Yorick']","['mmmaybeee', 'Ekko']","['Azur Stoker', 'Yasuo']","['Basteed', 'Ezreal']","['D0GTEAM', 'Zac']","['Raichu InComing', 'Fiora']","['Edixin', 'FiddleSticks']","['user314414513', 'Yone']","['Mandelbrot', 'Jhin']","['Mein Sack Hängt', 'Velkoz']",Victoire des Rouges
2654,"['Decadence acc17', 'Jax']","['mmmaybeee', 'Taliyah']","['FNCLastSacrifice', 'Sylas']","['Wings of ice', 'KogMaw']","['Impułsive', 'Lulu']","['Raichu InComing', 'Garen']","['Father Gank', 'Urgot']","['PiKaZYZZ', 'Veigar']","['intaS', 'Varus']","['Salieri Syndrome', 'Nautilus']",Victoire des Rouges
2655,"['Raichu InComing', 'Sett']","['Vîctrix', 'Viego']","['PiKaZYZZ', 'Akali']","['GodEner7', 'Caitlyn']","['DGK Ryu', 'Zilean']","['Yørkyy', 'Sejuani']","['2211', 'Zed']","['Sëvën', 'Kassadin']","['Cocaïne ADC', 'Tristana']","['ZekakosIV', 'Nautilus']",Victoire des Bleus
2656,"['Raichu InComing', 'Fiora']","['C SHEITA', 'MonkeyKing']","['Paraass', 'Sylas']","['Sosu', 'Tristana']","['How do I Split', 'Janna']","['G2 Villain', 'Kayle']","['Wuknog', 'Shyvana']","['TF Jump', 'Zed']","['L9 F3mboy', 'Kaisa']","['young crackito', 'Nautilus']",Victoire des Bleus
2657,"['Raichu InComing', 'Fiora']","['Zaryax', 'Kindred']","['Kami Spear', 'Akali']","['Brick Hits', 'Caitlyn']","['Emielson', 'Malphite']","['OTP Rivén', 'Riven']","['FaceOblivion117', 'Kaisa']","['Wobbatron ', 'Vex']","['Ángelfrost', 'Ezreal']","['Kenker', 'Sona']",Victoire des Bleus
2658,"['Raichu InComing', 'Darius']","['OffΙine', 'Rengar']","['Big Quasar', 'Viktor']","['Tommi Nenonen', 'Lucian']","['Landon Cube', 'Nami']","['Ainz Ooal Gon', 'Aatrox']","['dadedidodu', 'Ekko']","['pepsimax philip', 'Yasuo']","['CHILDBREEDER', 'Karthus']","['Tyra Bankz', 'Janna']",Victoire des Bleus
2659,"['Raichu InComing', 'Gangplank']","['M4gicM', 'Poppy']","['Tadorido', 'Sylas']","['Hanoukan', 'Akshan']","['NEBULAR BANE', 'Lux']","['LoM NeS', 'Olaf']","['I Like Protein', 'Nunu']","['SweSebbe3336', 'Vex']","['Isenn', 'Varus']","['KBZ BlooBzY', 'Yuumi']",Victoire des Bleus
2660,"['Raichu InComing', 'Gangplank']","['SuicideSushi', 'Belveth']","['Tixed2', 'Cassiopeia']","['ClevelandoI', 'Aphelios']","['Duror', 'Lux']","['Ride with Minaj', 'Olaf']","['Zmazek', 'Ekko']","['EverydayWrench', 'Vladimir']","['CHÆWON', 'Caitlyn']","['KBZ BlooBzY', 'Nami']",Victoire des Bleus
2661,"['255 FAST', 'Irelia']","['06 02 XCBL', 'Udyr']","['woooshab', 'Kindred']","['lebe bequem', 'Jhin']","['NeverLuckyBabyRa', 'Karma']","['Raichu InComing', 'Gangplank']","['Gixray', 'Zed']","['plusma ', 'Katarina']","['Esito', 'Zyra']","['Smirglpapir', 'Heimerdinger']",Victoire des Rouges
2662,"['Caustic Monarch', 'Gangplank']","['hrcwn', 'Belveth']","['Taylor4ever', 'Katarina']","['Wings of ice', 'Jinx']","['PaprikaAFG', 'Zilean']","['Raichu InComing', 'Darius']","['Father Gank', 'Urgot']","['Mathi111', 'Swain']","['obedear', 'Lucian']","['No Tickles', 'Nami']",Victoire des Bleus
2663,"['Maiweast', 'Sett']","['Ape Wishing Pain', 'Rengar']","['FunToPlayAccount', 'Syndra']","['AlIy 2', 'Twitch']","['TPR Rinjiceros', 'Soraka']","['kuggfot', 'Shen']","['followyourdream1', 'Khazix']","['Raichu InComing', 'Zed']","['Elefantenklo', 'Brand']","['Lost my precious', 'Nami']",Victoire des Bleus
2664,"['dizzy dame', 'Olaf']","['Lagday Today', 'Lillia']","['Stronk Kitten', 'Zed']","['ƒauș', 'MissFortune']","['Homyclio', 'Karma']","['jus de fion', 'Singed']","['Alibozan', 'Belveth']","['Raichu InComing', 'Irelia']","['HerissonQuiDort', 'Syndra']","['Poisøn łvy', 'Zyra']",Victoire des Rouges
2665,"['nastx', 'Shen']","['aetern0', 'Ekko']","['Korean Myth', 'Akshan']","['Νewdawn', 'Caitlyn']","['Mr VODKA Enjoyer', 'Nami']","['J0k3rman', 'Garen']","['Ni Naru Kedo', 'Diana']","['Raichu InComing', 'Zed']","['Tοsh', 'Lucian']","['AntoxFly', 'Morgana']",Victoire des Rouges
2666,"['Hasan Rodriguez', 'Riven']","['LoL decreases IQ', 'Vi']","['Raichu InComing', 'Zed']","['xJir', 'Ziggs']","['mouserbraker', 'Bard']","['RiyoNi', 'Gragas']","['Bluetootheads', 'Elise']","['gallyazira', 'Qiyana']","['TH1eg', 'Caitlyn']","['Group 4 The Win ', 'Pyke']",Victoire des Rouges
2667,"['Raichu InComing', 'Garen']","['MinicoQAQ', 'Lillia']","['NA caPs', 'Corki']","['ewqeqw', 'Caitlyn']","['zangel', 'Pyke']","['Shït', 'Shen']","['Ernallewel', 'LeeSin']","['CTTOSPATERSON', 'Syndra']","['2141251241231521', 'Varus']","['PykeAndSon', 'Lulu']",Victoire des Rouges
2668,"[' monologue1', 'Aatrox']","['DickRottenborn', 'Kindred']","['shép', 'Syndra']","['BBC Jolilo', 'Kaisa']","['RiyoNi', 'Soraka']","['Raichu InComing', 'Darius']","['EzCodebreaker', 'FiddleSticks']","['Ralertim', 'Zed']","['KSantea', 'KogMaw']","['Slavocado', 'Heimerdinger']",Victoire des Rouges
2669,"['came from sewage', 'Yone']","['KRVN', 'Evelynn']","['HilaryEsthe', 'TwistedFate']","['AlIy 2', 'Twitch']","['qrikov', 'Rakan']","['Raichu InComing', 'Darius']","['Xeno9699', 'Qiyana']","['eexen', 'Syndra']","['Myakü', 'Varus']","['LuLu DaLLaS', 'Lulu']",Victoire des Rouges
2670,"['Raichu InComing', 'Darius']","['Kamawanai', 'Olaf']","['Tilltproof', 'Ahri']","['KR haki', 'Lucian']","['Shâdôx', 'Leona']","['LKé', 'Fiora']","['GG Nauti', 'Udyr']","['Governor', 'Graves']","['Dykta in head', 'Aphelios']","['Ehazardd', 'Blitzcrank']",Victoire des Bleus
2671,"['SKXV', 'Varus']","['AR Drip', 'Diana']","['Raichu InComing', 'Yasuo']","['Anarchisup', 'Sivir']","['Tertann', 'Thresh']","['JΑZ', 'Ornn']","['Innó', 'Ekko']","['goth girl asmr', 'Kassadin']","['SLAYING NERDS', 'Draven']","['OneWithTheOcean', 'Yuumi']",Victoire des Bleus
2672,"['G2 Eto', 'Ornn']","['HrdstuckForester', 'Hecarim']","['PriestTouch', 'Zed']","['4lgerie', 'Caitlyn']","['sanchezdelarosa', 'Brand']","['Raichu InComing', 'Fiora']","['GNX Void', 'Khazix']","['GNX Jodaru', 'Lissandra']","['Orgen', 'Ezreal']","['Bäh', 'Yuumi']",Victoire des Bleus
2673,"['KillerLPL', 'Aatrox']","['GNX Void', 'Kayn']","['GNX Jodaru', 'Vex']","['999GML', 'Kaisa']","['Nannu', 'Lulu']","['BALL MAN', 'Gnar']","['Mimolettus', 'Yone']","['Raichu InComing', 'Zed']","['Worst ADcarry', 'Ezreal']","['L9 UWU BABYGIRL', 'Brand']",Victoire des Bleus
2674,"['Tezuka Ryoko', 'Darius']","['Rank 1 Zyzz fan', 'Kindred']","['Heroesxyz', 'Kassadin']","['tanri kulu', 'Lucian']","['A1iez', 'Nami']","['Raichu InComing', 'Aatrox']","['Nesteau', 'Viego']","['PiKaZYZZ', 'Sylas']","['Wxllan', 'Twitch']","['ώLasseώ', 'Karma']",Victoire des Bleus
2675,"['KIed Bot', 'Kled']","['Zéphi', 'Hecarim']","['ExilehJay', 'Taliyah']","['Fan2Keria', 'Xayah']","['BigYikesOnDaMic', 'Rakan']","['Raichu InComing', 'Garen']","['Beware The Bear', 'Volibear']","['PiKaZYZZ', 'Sylas']","['10 91', 'Jhin']","['LittleBoyBoo', 'Karma']",Victoire des Rouges
2676,"['Raichu InComing', 'Fiora']","['ClementInsane', 'Khazix']","['Ρoxi', 'Akali']","['L9 ENJOYER XDDDD', 'Samira']","['Tiger Shark', 'Nautilus']","['Kuang Xiao U', 'Renekton']","['FYRLIAN', 'Evelynn']","['xEmta', 'Zed']","['in head', 'Nilah']","['Rated S', 'Yuumi']",Victoire des Rouges
2677,"['Raichu InComing', 'Garen']","['Εric Dampierre', 'LeeSin']","['zekakos ad acc', 'Kassadin']","['Dοro', 'Xayah']","['jfk218', 'Taric']","['Hex Δ', 'KSante']","['ad8p', 'Rammus']","['the flying mole', 'Anivia']","['DrewxXaSa', 'Draven']","['aPhilip', 'Bard']",Victoire des Bleus
2678,"['Raichu InComing', 'Fiora']","['selfmord', 'Evelynn']","['PiKaZYZZ', 'Sylas']","['Schkuti', 'TahmKench']","['Airyne', 'Senna']","['olegnalehcim', 'Jax']","['La Sainte Crème', 'Qiyana']","['gRiXJason', 'Karthus']","['Iann Dior Fanboy', 'Lucian']","['NiunnSquad76', 'Nami']",Victoire des Rouges
2679,"['ad8p', 'Rammus']","['MilchRyzeKanzler', 'XinZhao']","['ieuqmcada', 'Sylas']","['Sun7 Fanboy', 'Caitlyn']","['Kaaz', 'Sona']","['Raichu InComing', 'Sett']","['Rhaastakoué', 'Kayn']","['PiKaZYZZ', 'Ahri']","['Jiji763', 'Ashe']","['Rhaastard', 'Soraka']",Victoire des Bleus
2680,"['rrrrrrrr 9758', 'Yone']","['Bixkhapta', 'DrMundo']","['tempxrpwljvuvngt', 'Vex']","['Terssi', 'Seraphine']","['Rika Okkotsu', 'Lux']","['Raichu InComing', 'Sett']","['Elefantenklo', 'Khazix']","['PiKaZYZZ', 'Veigar']","['RawbinIV AD acc', 'Lucian']","['Imaqtpyke', 'Pyke']",Victoire des Rouges
2681,"['Raichu InComing', 'Fiora']","['YIGACHAD666', 'MonkeyKing']","['PiKaZYZZ', 'Sylas']","['KINGSIZEP5', 'Brand']","['Imaqtpyke', 'Pyke']","['troll déspair', 'Mordekaiser']","['DOGS YARO', 'Kayn']","['DeXTTeil', 'Cassiopeia']","['RawbinIV AD acc', 'Kaisa']","['3rd arm 4 my pp', 'Renata']",Victoire des Bleus
2682,"['Rammus Enjoy3r', 'Yone']","['Raichu InComing', 'Qiyana']","['PiKaZYZZ', 'Syndra']","['Kögöcs paresu ', 'Varus']","['NarnourAtSupp', 'Yuumi']","['Pankiu', 'Lillia']","['EJSKJUB', 'Belveth']","['UnderwrId', 'Zed']","['espoty9', 'Samira']","['November Rainnn', 'Rell']",Victoire des Bleus
2683,"['ekstreme eskild', 'Akshan']","['Mmitomonyle', 'Diana']","['Γeminisce', 'Graves']","['Lοst in dreams', 'Aphelios']","['Mightyboosh', 'Yuumi']","['Wings of ice', 'Ornn']","['Raichu InComing', 'LeeSin']","[' L9 WHITE TEA ', 'Cassiopeia']","['PiKaZYZZ', 'Ezreal']","['tempkakhbrkziwyf', 'Senna']",Victoire des Rouges
2684,"['Yank1', 'Fiora']","['Raichu InComing', 'Zed']","['PiKaZYZZ', 'Vladimir']","['Ruler69', 'Varus']","['Old Shatterhand', 'Thresh']","['EynesiLee', 'Jayce']","['xPhoe', 'Talon']","['GOING 4 CHALL', 'Irelia']","['Sarmert', 'Ezreal']","['TeletubbyOnCrack', 'Swain']",Victoire des Bleus
2685,"['quadra12', 'Rammus']","['Euw worst elo', 'Graves']","['top gap pls ff', 'Azir']","['sonnyrotmiller', 'Twitch']","['Niose07', 'Yuumi']","['Raichu InComing', 'Kayle']","['SpiderQueenGohma', 'Mordekaiser']","['PiKaZYZZ', 'Tryndamere']","['natsch5', 'Vayne']","['HoldingHostage', 'Shaco']",Victoire des Bleus
2686,"['oispa tehoo xD', 'Illaoi']","['Moe 1v9', 'Zed']","['Peaky Blindersss', 'Gangplank']","['Faboschka', 'Samira']","['FLDSMDFR enjoyer', 'Yuumi']","['Raichu InComing', 'Darius']","['Viking Abuser', 'Olaf']","['PiKaZYZZ', 'Sylas']","['GokuFlash', 'KogMaw']","['SaraGZ01', 'Lulu']",Victoire des Bleus
2687,"['espat', 'Jax']","['OtomaiY', 'MasterYi']","['giga gap mid', 'Leblanc']","['NJNL Teser', 'Vayne']","['NJNL Mordecei', 'Lulu']","['Raichu InComing', 'Yone']","['Droca', 'Singed']","['PiKaZYZZ', 'Syndra']","['PMU Zaki ', 'Ezreal']","['FLDSMDFR enjoyer', 'Renata']",Victoire des Rouges
2688,"['OMG First Dogs', 'Shyvana']","['Vi3gô', 'Viego']","['Not Marionet', 'Vladimir']","['Eqínox ', 'Lucian']","['Bear IronHide', 'Yuumi']","['PiKaZYZZ', 'Tryndamere']","['Raichu InComing', 'Zed']","['Demaniam', 'Cassiopeia']","['DrewxXaSa', 'MissFortune']","['Kazuya Míshima', 'Amumu']",Victoire des Rouges
2689,"['C9 Last Shadow', 'DrMundo']","['redbullape 2006', 'Zed']","['G2 Skyite', 'Syndra']","['DrewxXaSa', 'Zeri']","['KaterineVilla', 'Yuumi']","['Raichu InComing', 'Sett']","['EIdîn', 'Khazix']","['PiKaZYZZ', 'Sylas']","['Immanuelsickkant', 'Varus']","['Tjursnopp', 'Lux']",Victoire des Bleus
2690,"['Quavõ', 'Ornn']","['HOF Lampshade', 'Hecarim']","['Alexandre Iche', 'Viktor']","['HarrietiBvHiO', 'Aphelios']","['Kokainarienv0gel', 'Yuumi']","['Raichu InComing', 'Fiora']","['S04 Gumayusi', 'Camille']","['PiKaZYZZ', 'Sylas']","['Immanuelsickkant', 'Caitlyn']","['Lulu Kom Trikru', 'Lux']",Victoire des Rouges
2691,"['TsunaMi2Sperm', 'KSante']","['HOF Lampshade', 'Ekko']","['Alexandre Iche', 'Nocturne']","['Jang Uk', 'Xayah']","['Hanouna Fanboy', 'Rakan']","['Raichu InComing', 'Fiora']","['no alla meloni', 'Graves']","['PiKaZYZZ', 'Sylas']","['herman rhuner', 'Kaisa']","['FARK okuF', 'Renata']",Victoire des Rouges
2692,"['LIMIT TEST1', 'Irelia']","['bbtheking', 'RekSai']","['Mazingara', 'Katarina']","['destroglier', 'Kaisa']","['Hiei SSJ God', 'Alistar']","['Raichu InComing', 'Sett']","['Geirmµ', 'XinZhao']","['PiKaZYZZ', 'Sylas']","['Goth Boi Click', 'Nilah']","['Basher Henr1k', 'Brand']",Victoire des Rouges
2693,"['WPN Cippek', 'Vladimir']","['Dudizzz', 'Khazix']","['calima', 'Irelia']","['KC Sam', 'Kaisa']","['Skorpek', 'Maokai']","['Taxevader69', 'Teemo']","['GW Wooz', 'LeeSin']","['Raichu InComing', 'Ekko']","['Sodegod', 'Tristana']","['SuperLove', 'Nami']",Victoire des Bleus
2694,"['Hav67', 'Yasuo']","['Bersêrk', 'MonkeyKing']","['KC moi le fion', 'Sylas']","['redartniw', 'Ezreal']","['Σnigmª', 'Heimerdinger']","['Sauerkrautblitz', 'KSante']","['Raichu InComing', 'Zed']","['Real1st1c', 'Ryze']","['Heetoh', 'Caitlyn']","['CPTPepSparrow', 'Xerath']",Victoire des Rouges
2695,"['llIllIIIlIlIIlIl', 'Aatrox']","['Kovαts', 'Zed']","['Ekkonomen', 'Akali']","['Gimmer', 'Kaisa']","['Yerubim', 'Soraka']","['NaphsikasFillAcc', 'Urgot']","['st1990', 'MonkeyKing']","['Raichu InComing', 'Lux']","['Chin Chao Mongol', 'Lucian']","['Bubblelift', 'Nami']",Victoire des Bleus
2696,"['TRAFIQUANT2BEUH', 'Volibear']","['st1990', 'MonkeyKing']","['Raichu InComing', 'Ekko']","['CHÆWON', 'Kaisa']","['FîreByrd', 'Ornn']","['Puehrito', 'Sett']","['Harror', 'DrMundo']","['GOOD MID', 'Sylas']","[' Ðorian', 'Draven']","['Ayls', 'Janna']",Victoire des Bleus
2697,"['RIP Fußmann', 'Gwen']","['st1990', 'XinZhao']","['Raichu InComing', 'Sylas']","['Chin Chao Mongol', 'Kalista']","['Bubblelift', 'Renata']","['Coolsheep', 'Jax']","['Maiori Zerozaki', 'Nocturne']","['Svensu', 'Orianna']","['G3T0UT0FMYH3ADXD', 'Lucian']","['jestem sliczny', 'Nami']",Victoire des Rouges
2698,"['Captain Zaebumba', 'Camille']","['Becuzacan', 'Zac']","['1vs9 Techno Udyr', 'Ahri']","['Raichu InComing', 'Ezreal']","['MrRedslime', 'Bard']","['Héraclèss', 'Sion']","['aninha linda', 'Rengar']","['int ill run it', 'Katarina']","['Honigdachs65', 'Kaisa']","['Anibee', 'Nami']",Victoire des Bleus
2699,"['Sahnekapsel69', 'Kayle']","['aninha linda', 'Rengar']","['int ill run it', 'Katarina']","['Julaweru', 'Aphelios']","['imnotyourbunny', 'Janna']","['Sywyn Amakiir', 'Sion']","['0jbk', 'LeeSin']","['FaceBaIIs', 'Fizz']","['Raichu InComing', 'Kaisa']","['abrantess', 'Bard']",Victoire des Bleus
2700,"['the tripple kill', 'Chogath']","['TaeYongP', 'FiddleSticks']","['sqter', 'Akali']","['Apdo Dupa', 'Sivir']","['Krunlion', 'Bard']","['Ayase7Eli', 'Sejuani']","['Gweenblade', 'JarvanIV']","['Raichu InComing', 'Viktor']","['Férnerud', 'Caitlyn']","['stewie2k2', 'Pyke']",Victoire des Bleus
2701,"['moehu', 'Aatrox']","['old76', 'Ekko']","['haremkönigxd', 'Sylas']","['Apdo Dupa', 'Sivir']","['dawnlike97', 'Soraka']","['Ayase7Eli', 'Sejuani']","['PuMnN', 'LeeSin']","['Raichu InComing', 'Qiyana']","['harcsa', 'Samira']","['Poder de cervezo', 'Yuumi']",Victoire des Rouges
2702,"['26102019', 'Riven']","['Silverath', 'RekSai']","['account nmbr 88', 'Twitch']","['xhdcdbh', 'Draven']","['Kenker', 'Sona']","['Zurla', 'Camille']","['Blue Pedro', 'Udyr']","['Raichu InComing', 'Fizz']","['Kolandore', 'Caitlyn']","['chantanou', 'Braum']",Victoire des Bleus
2703,"['NGU HuaiHuai', 'Sett']","['naosabe', 'Amumu']","['HeresyX', 'Ekko']","['imtkl', 'Kaisa']","['GeneralDelta', 'Pyke']","['Reformed Crabcho', 'Riven']","['PO0PEATER', 'Shaco']","['Raichu InComing', 'Sylas']","['AngerfistLover', 'Draven']","['chantanou', 'Nautilus']",Victoire des Rouges
2704,"['General Li Xin', 'KSante']","['Ranie1980', 'Diana']","['Raichu InComing', 'Viktor']","['The BDSM Queen', 'Sivir']","['chantanou', 'Leona']","['ItsILiador', 'Jax']","['Daenavia', 'XinZhao']","['Zeepow', 'Ahri']","['Eyes on mine', 'Kaisa']","['killgamer37', 'Rakan']",Victoire des Rouges
2705,"['Raichu InComing', 'Fiora']","['Alverya', 'Evelynn']","['NSM SprInta', 'Syndra']","['Cialliles', 'Ezreal']","['Kioutso', 'Heimerdinger']","['The Sandy Ravage', 'Akshan']","['fIame dragon', 'Rammus']","['IIIIIIIlIIIIlII', 'Fizz']","['Fnatic Bang2', 'Caitlyn']","['moeffman', 'Karma']",Victoire des Rouges
2706,"['Raichu InComing', 'Darius']","['L9 SIGMAMALE L9', 'Zed']","['MλN SebitasAF', 'Kassadin']","['amalfi citrus', 'Tristana']","['H4rdylicious', 'Bard']","['I am Anivia', 'Anivia']","['KEBINO', 'Graves']","['DEMÖN TIME', 'Ekko']","['Last Clash', 'Jinx']","['fruitycarrots', 'Pantheon']",Victoire des Rouges
2707,"['st1990', 'Garen']","['Potormaid', 'Elise']","['Raichu InComing', 'Velkoz']","['zooohdod', 'Ezreal']","['master soon xd', 'Ashe']","['Barry Scheetzak', 'Ornn']","['Cosmic Silence', 'Kayn']","['hasbulla fan', 'Akali']","['Vincent Martino', 'Caitlyn']","['Reyzoasda', 'Heimerdinger']",Victoire des Rouges
2708,"['Tavaa', 'Kled']","['PROWLERHACK', 'Udyr']","['SUCK Y0UR SOUL', 'TwistedFate']","['Vincent Martino', 'Tristana']","['ωoοƒ', 'Brand']","['st1990', 'Garen']","['Tricacole', 'Evelynn']","['Raichu InComing', 'Zed']","['DraKite', 'Ezreal']","['Salty Viki', 'Karma']",Victoire des Bleus
2709,"['st1990', 'Garen']","['PROWLERHACK', 'Udyr']","['Raichu InComing', 'Ekko']","['DΚ Canyon', 'Kaisa']","['TI ALLO NA KANW', 'Karma']","['Tavaa', 'Kled']","['R1CKIII', 'Ivern']","['Schou', 'Katarina']","['GUIGUAI', 'Caitlyn']","['ωoοƒ', 'Senna']",Victoire des Bleus
2710,"['st1990', 'Garen']","['Nolok', 'Kayn']","['Raichu InComing', 'Cassiopeia']","['shang wu xin', 'Aphelios']","['Salty Viki', 'Lulu']","['LegendaryOneee', 'Jax']","['Aidamák', 'Shaco']","['Sobotkas Haustür', 'Anivia']","['Londer v2', 'Varus']","['Jmork', 'Janna']",Victoire des Bleus
2711,"['Le bro Mehdi', 'Jax']","['Mooonday', 'Ekko']","['Thundermar', 'Garen']","['JeIIay', 'Draven']","['wish u tbh', 'Pyke']","['st1990', 'DrMundo']","['tko survivor', 'Taric']","['Raichu InComing', 'Yone']","['Goth Boi Click', 'Seraphine']","['Meksa  babySaken', 'Karma']",Victoire des Bleus
2712,"['JohnnLeeSinz', 'Vayne']","['Ulfríc', 'Kindred']","['Pedro el ganador', 'Lucian']","['Vegan Waffle', 'Tristana']","['DW Dram', 'Ashe']","['st1990', 'Garen']","['Support 1st', 'Rammus']","['Raichu InComing', 'Leblanc']","['kajkajkajkaj', 'MissFortune']","['NeverLookOverMe', 'Karma']",Victoire des Rouges
2713,"['st1990', 'Garen']","['GIazurnik', 'Nocturne']","['Raichu InComing', 'Sylas']","['Aldenwor', 'Aphelios']","['all lying', 'Yuumi']","['xXxMxHxXx', 'Yone']","['reaxons', 'Khazix']","['SFS jumper', 'Kassadin']","['latte', 'Twitch']","['Rátmo', 'Lulu']",Victoire des Rouges
2714,"['KalouMan', 'KSante']","['Potormaid', 'Kindred']","['Quadadulahma', 'Viktor']","['Brudigem', 'Ezreal']","['Bournee', 'Blitzcrank']","['Raichu InComing', 'Sett']","['i love pps ', 'Kayn']","['KC Lesage', 'Vladimir']","['random ďickhead', 'Sivir']","['SchmackesLi', 'Renata']",Victoire des Rouges
2715,"['Raichu InComing', 'Aatrox']","['PleaseDonate', 'XinZhao']","['KC Lesage', 'Viktor']","['JDGHope1', 'Seraphine']","['Haseng', 'Sona']","['KalouMan', 'KSante']","['SsEpsi fan acc', 'Kindred']","['MID IMPACT 666', 'Sylas']","['Limmint testing', 'Caitlyn']","['SpTc', 'Zyra']",Victoire des Bleus
2716,"['γεωργιος', 'Malphite']","['WalkeraZnR', 'Lillia']","['TheSimpleMeths', 'Zed']","['NingoPingo', 'Caitlyn']","['AIber', 'Lux']","['Raichu InComing', 'Fiora']","['JonasHorn', 'Kayn']","['KC Lesage', 'Viktor']","['Shimomura Izumi', 'Ezreal']","['DoMeDirtyMommy', 'Soraka']",Victoire des Rouges
2717,"['Raichu InComing', 'Yone']","['drip abuser', 'Kindred']","['KC Lesage', 'Viktor']","['NingoPingo', 'Kaisa']","['AIber', 'Zyra']","['dopnamidu', 'Renekton']","['DAMWON KIA Deft', 'Khazix']","['Vencindr', 'Syndra']","['Némaii', 'Caitlyn']","['Capitaine crabe', 'Lux']",Victoire des Bleus
2718,"['CausticBeast', 'Yorick']","['Shadοwned', 'Vi']","['xDPettersmart69', 'Sylas']","['Barsick', 'Varus']","['H4rdylicious', 'Bard']","['Raichu InComing', 'Irelia']","['703', 'Talon']","['KC Lesage', 'Viktor']","['wittman wannabe', 'Tristana']","['5038', 'Blitzcrank']",Victoire des Bleus
2719,"['iXstepXi', 'Akali']","['24th Assonance', 'Graves']","['FARK Slasher', 'Veigar']","['ewqeqw', 'Caitlyn']","['Breitaršch', 'Lissandra']","['Raichu InComing', 'Yone']","['tempxrpwljvuvngt', 'Viego']","['KC Lesage', 'Viktor']","['Yunu', 'Ezreal']","['The Smart Carry', 'Bard']",Victoire des Rouges
2720,"['Boeckle InLove', 'Lillia']","['Madowenati', 'Zac']","['KC Lesage', 'Vladimir']","['Carogon', 'Kaisa']","['Raichu InComing', 'Pyke']","['sick thoughts', 'MonkeyKing']","['CoratWyOrYou', 'Hecarim']","['Ičy', 'Karma']","['Zéro tout', 'Lucian']","['PYOSIK MINDSET', 'Nami']",Victoire des Rouges
2721,"['MLN Mgumbi', 'Renekton']","['BABYGOHARDCORE', 'Nidalee']","['GIN Richter', 'Corki']","['Olateroi', 'Lucian']","['Train Çonductor', 'Nami']","['Raichu InComing', 'Sett']","['ImSoNEET', 'Shyvana']","['KC Lesage', 'Vladimir']","['Zhushakae', 'Kaisa']","['ATEA DàniFuFuù', 'Nautilus']",Victoire des Rouges
2722,"['KC Lesage', 'Vladimir']","['Lw Alpha', 'Viego']","['Fráz', 'Ryze']","['Raichu InComing', 'Ezreal']","['21Alex', 'Janna']","['JeIIay', 'Warwick']","['Feringen', 'Graves']","['6WithMyWoes', 'Malzahar']","['PEL just Oliver', 'Jinx']","['Keep Yrslf Safe', 'Lulu']",Victoire des Bleus
2723,"['William Hardy', 'Jayce']","['Tinymeatboy', 'Amumu']","['Abraham Lincoln', 'Syndra']","['Head1', 'Varus']","['ZYZZ x KAARAI', 'Leona']","['hamzajouma10', 'Darius']","['RIP MY LP', 'Warwick']","['Raichu InComing', 'Yasuo']","['Enberg', 'Twitch']","['chantanou', 'Pyke']",Victoire des Rouges
2724,"['chantanou', 'Olaf']","['Gummibär', 'LeeSin']","['Raichu InComing', 'Sylas']","['ELF Valin', 'Ezreal']","['Wadget', 'Heimerdinger']","['Schwertmagier', 'Mordekaiser']","['Vulturinae', 'Vi']","['NiceMidMeta', 'Viktor']","['Misscallon', 'Sivir']","['DerakhiI', 'Karma']",Victoire des Rouges
2725,"['SHB Ruffy', 'Sett']","['tvjxrp', 'Volibear']","['UOL Sudifash', 'Syndra']","['LUSCHE', 'Kaisa']","['UOL Tiax', 'Xerath']","['Raichu InComing', 'Yone']","['Castięl', 'Hecarim']","['suzeRRR', 'Azir']","['LolGamaren', 'Jhin']","['chantanou', 'Blitzcrank']",Victoire des Rouges
