,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
3406,"['Saragusa25N', 'Illaoi']","['Hajfeusz', 'Viego']","['Ancq', 'Viktor']","['TripleBen', 'Caitlyn']","['ΨUΔ MΔDRΞ', 'Lux']","['Qihai 7 Nanami', 'Jayce']","['SON OF RAMMUS 69', 'Rammus']","['EL Gliderinio', 'Syndra']","['l caNt m155 Q', 'Karthus']","['Janna nuclear1', 'Karma']",Victoire des Bleus
3407,"['Hαrt', 'Gangplank']","['1st Ahrii', 'Graves']","['hutii', 'Viktor']","['maddd doggg', 'Caitlyn']","['Im Tyroñe', 'Renata']","['ÑAM ÑAM ÑAMM', 'Maokai']","['SON OF RAMMUS 69', 'Rammus']","['Norox v1', 'Qiyana']","['ebvmins', 'MissFortune']","['no angeI', 'Lux']",Victoire des Rouges
3408,"['Jalousie', 'Darius']","['SCV GoodToGo Sir', 'Ekko']","['Styll', 'Ryze']","['Astrojuicewrld', 'Aphelios']","['Barlock Diff', 'Karma']","['GoSu VEKE', 'Karthus']","['SON OF RAMMUS 69', 'Rammus']","['ShiruMonoNoØ', 'Yone']","['seeking power', 'Kaisa']","['Kinonx', 'Renata']",Victoire des Bleus
3409,"['Predãtor', 'Warwick']","['SON OF RAMMUS 69', 'Rammus']","['DEMONSINMIND', 'Syndra']","['Sirioth', 'Vayne']","['GreeN Sinner', 'Zilean']","['Äkaża', 'Darius']","['Sägen', 'LeeSin']","['Azidra', 'Taliyah']","['Meow Owner', 'Kaisa']","['DyLaNrio', 'Pyke']",Victoire des Bleus
3410,"['Kejajohnst', 'Aatrox']","['SON OF RAMMUS 69', 'Rammus']","['KayaCin', 'Diana']","['UWU Jucro', 'Caitlyn']","['Mσi', 'Blitzcrank']","['Rudnar1', 'Shen']","['fleshy fan boi', 'LeeSin']","['Vaynix1', 'Olaf']","['Chimärin', 'Syndra']","['wulftaurin', 'Senna']",Victoire des Bleus
3411,"['LFT Word ', 'Camille']","['SON OF RAMMUS 69', 'Rammus']","['420 FLIP IT', 'Singed']","['Fumino Furuhashi', 'Ezreal']","['FatezWheel', 'Swain']","['Kejajohnst', 'Aatrox']","['theyfearSuo', 'JarvanIV']","['Her Return', 'Qiyana']","['GF JETFIGHTER333', 'Seraphine']","['TVplays2', 'Pyke']",Victoire des Rouges
3412,"['adio league', 'Kaisa']","['SON OF RAMMUS 69', 'Rammus']","['kifnlekqi', 'Vladimir']","['Winter Smoke', 'Tristana']","['Lingene', 'Taric']","['LaveVaisselle59', 'Udyr']","['FrakkingDuckers', 'Nasus']","['Maltde ungebannt', 'Veigar']","['Trainee Wolf', 'MissFortune']","['Flens Slukaren', 'Nautilus']",Victoire des Bleus
3413,"['ˆGweenoczyˆ', 'Kayle']","['afk farm 0 focus', 'Trundle']","['420 FLIP IT', 'Singed']","['5M LLing', 'Lucian']","['Rμthless', 'Nami']","['Briøche ', 'Shen']","['SON OF RAMMUS 69', 'Rammus']","['reinc4rnation', 'Sylas']","['ZRekky', 'Jinx']","['Flens Slukaren', 'Zilean']",Victoire des Rouges
3414,"['FantasyLine', 'Yorick']","['SON OF RAMMUS 69', 'Rammus']","['Yorriα', 'Katarina']","['dogloli', 'MissFortune']","['VININE Philly', 'Lux']","['Äkaża', 'Darius']","['up there ', 'Warwick']","['Azidra', 'Viktor']","['Sosahan KarKar', 'Jhin']","['Joentje2002', 'Soraka']",Victoire des Rouges
3415,"['IM MlSSING HER', 'Fiora']","['SON OF RAMMUS 69', 'Rammus']","['Lannturn', 'Azir']","['SonaxClemens', 'Kaisa']","['Tide Blessed', 'Nami']","['Husky Mid', 'Aatrox']","['REMYdonteatPOO', 'Ekko']","['Top G Poodle', 'Vex']","['just carry me xd', 'Sivir']","['Boklubez', 'Alistar']",Victoire des Bleus
3416,"['Booki Boi', 'Fiora']","['RunaDay', 'Vi']","['Mike Coozeman', 'Syndra']","['HJIN Tîc', 'Caitlyn']","['K1ana Kaslana', 'Lux']","['Kejajohnst', 'Gwen']","['SON OF RAMMUS 69', 'Rammus']","['Yxac', 'Kaisa']","['Catbro', 'Xayah']","['xauberdave', 'Rakan']",Victoire des Rouges
3417,"['Chidοri', 'Cassiopeia']","['OfficeS7E16 1240', 'Trundle']","['CH0MAK3RFAKER', 'Syndra']","['GodfreyEldenChad', 'Ashe']","['Tazric', 'Heimerdinger']","['daxi6', 'Camille']","['SON OF RAMMUS 69', 'Rammus']","['Breizh da Viken', 'Taliyah']","['Mοοn Enjoyer', 'Aphelios']","['invisible bug 6', 'Pyke']",Victoire des Rouges
3418,"['BARKBARKWOOFBARK', 'Volibear']","['paga la coca', 'Kindred']","['Dawid Kart', 'TwistedFate']","['ItachImc', 'Viktor']","['ImFakerJr', 'Nami']","['GromTarantul', 'Yone']","['SON OF RAMMUS 69', 'Rammus']","['Merciful Soldier', 'Graves']","['Lawés', 'Ezreal']","['Dungenlord', 'Twitch']",Victoire des Rouges
3419,"['Kreatonn', 'Aatrox']","['MADSì', 'MasterYi']","['salty tuna', 'Katarina']","['technique is all', 'Ezreal']","['WinBotLoseGame', 'Soraka']","['Shourdy', 'Yone']","['SON OF RAMMUS 69', 'Rammus']","['hoeorl', 'Kayn']","['ZeKTa 777', 'Nunu']","['Ahichu', 'Alistar']",Victoire des Bleus
3420,"['Unnerfed', 'Mordekaiser']","['Crumble O Pome', 'Hecarim']","['ability spirit', 'Yone']","['A Ð Ace', 'Samira']","['einfach rein da', 'Swain']","['vertigothrwise', 'Aatrox']","['SON OF RAMMUS 69', 'Rammus']","['LQG Nacht', 'Azir']","['Tweth', 'Ashe']","['Shiique', 'Nami']",Victoire des Bleus
3421,"['Big DICK zilean', 'Zilean']","['SON OF RAMMUS 69', 'Rammus']","['Siheon', 'Yone']","['Decimatìon', 'Kaisa']","['Kalista Simp', 'Nami']","['ΨΣΨ', 'Yorick']","['Brodwane', 'JarvanIV']","['king of vag1na', 'Sylas']","['Teg3z', 'MissFortune']","['Domić', 'Maokai']",Victoire des Rouges
3422,"['YOURADClSNOTSAFE', 'Aatrox']","['Alex4fun', 'JarvanIV']","['PatxiElPirata', 'Ahri']","['Father Of Nika', 'Jhin']","['Woolroom', 'Janna']","['ΨΣΨ', 'Yorick']","['SON OF RAMMUS 69', 'Ivern']","['heelrek uwu', 'Zoe']","['VININE Glück', 'Jinx']","['VININE Philly', 'Thresh']",Victoire des Bleus
3423,"['DoomRiser', 'Shen']","['SON OF RAMMUS 69', 'Rammus']","['PatxiElPirata', 'Lux']","['peel madi pls', 'Samira']","['keganrodhelol', 'Pantheon']","['Private Pansy', 'Darius']","['Eason Gaming', 'Diana']","['Ta Zai Deng Wo', 'Orianna']","['Subaka', 'Seraphine']","['Ałe', 'Pyke']",Victoire des Rouges
3424,"['Waloud BAGARREEE', 'Sion']","['SON OF RAMMUS 69', 'Rammus']","['MASNY BOR', 'Varus']","['Mannokeded', 'Caitlyn']","['JUNG GAP SO HUGE', 'Lulu']","['Lo siento bebé', 'Vayne']","['Rúdeus Greyrat', 'RekSai']","['Zedism', 'Ekko']","['  Xensational   ', 'Ezreal']","['KIaus grillt', 'Karma']",Victoire des Rouges
3425,"['Call me Trashcan', 'Sett']","['SON OF RAMMUS 69', 'Ivern']","['Rei Accalmie', 'Viktor']","['THON PHARGES', 'Caitlyn']","['Veldln', 'Karma']","['Anya Twich fan', 'Olaf']","['266naidrA', 'JarvanIV']","['EL Gliderinio', 'Corki']","['romper extreme', 'Twitch']","['iNaffuu', 'Nautilus']",Victoire des Rouges
3426,"['Tschaeng', 'MonkeyKing']","['HNR Fireee', 'Zac']","['KoyaSka', 'Orianna']","['PaluPavueeeee', 'Kaisa']","['MLMX Slach', 'Thresh']","['Kàzúma', 'Aatrox']","['SON OF RAMMUS 69', 'Ivern']","['DarnedUrchin', 'Vladimir']","['Torsteino', 'Twitch']","['Aranty', 'Lulu']",Victoire des Rouges
3427,"['Doglife', 'Udyr']","['Falkonier', 'Trundle']","['K57', 'Zed']","['spectre3', 'Twitch']","['snzz', 'Yuumi']","['hi im Dnk', 'Singed']","['SON OF RAMMUS 69', 'Rammus']","['CrudeLaw', 'Lissandra']","['Kamui Technique', 'Yasuo']","['MasnoAbuser', 'Senna']",Victoire des Bleus
3428,"['Ohrom', 'DrMundo']","['SON OF RAMMUS 69', 'Rammus']","['Piéce of me', 'Varus']","['Diamond Andy', 'Jinx']","['Satisflaying', 'Thresh']","['SLD Bewinder', 'Udyr']","['Fãzzoletto', 'Ekko']","['Blackalicious', 'Qiyana']","['IlIlITOXIClIlII', 'Ezreal']","['jsuis toxic', 'Morgana']",Victoire des Bleus
3429,"['overlegendII', 'Aatrox']","['asfsdfglkasjdf', 'Udyr']","['Ásterix', 'AurelionSol']","['dνb', 'Caitlyn']","['Slowly giving up', 'Blitzcrank']","['CommanderLeppard', 'Fiora']","['Lόvely', 'Hecarim']","['Gottschalck', 'Karma']","['Raýming', 'Kaisa']","['deboru poporu', 'Janna']",Victoire des Rouges
3430,"['BossesDontPlay3', 'Olaf']","['Brenth', 'Graves']","['FreeParking', 'Sylas']","['Ghisou', 'Aphelios']","['ehGoN', 'Renata']","['Slowly giving up', 'Kayle']","['Maximillidan', 'MonkeyKing']","['cest quali', 'Karma']","['KDA player ad', 'Yasuo']","['alimehmed1133', 'Pyke']",Victoire des Rouges
3431,"['unrefined style', 'Shen']","['Ganigren', 'MonkeyKing']","['DMAA enjoyer', 'Akali']","['Iliks', 'Kaisa']","['Slowly giving up', 'Blitzcrank']","['TFT Yuantix', 'Gnar']","['XXZ5N', 'Rengar']","['I Snakeo I', 'Vladimir']","['Monophoxx', 'Ashe']","['PHEXY', 'Yuumi']",Victoire des Rouges
3432,"['Lays555', 'Aatrox']","['JosephaJuEm', 'FiddleSticks']","['ATCHIMM', 'Yone']","['Sanolie', 'Sivir']","['pyke4132', 'Pyke']","['Low Inhabitant', 'Nasus']","['Man of Moods', 'Shaco']","['ACE Inspire', 'Vex']","['BG Felix', 'Aphelios']","['Slowly giving up', 'Elise']",Victoire des Bleus
3433,"['CJ Sprotte', 'Sett']","['Chamallow San', 'Elise']","['CarletoR', 'Akshan']","['Hõpë', 'Kaisa']","['Slowly giving up', 'Alistar']","['Kalawdynne', 'Tristana']","['4Shore', 'Viego']","['PYRO 6XX', 'Gwen']","['Mafab', 'Jhin']","['Forestingboard', 'Senna']",Victoire des Bleus
3434,"['brute qui marche', 'Renekton']","['Chamallow San', 'Elise']","['TheodoreJea', 'Sylas']","['Black Sabbath', 'Kalista']","['Andreas Maxsø', 'Thresh']","['Dps ADC1', 'Vayne']","['HoLeeKebab Sadge', 'Hecarim']","['Slowly giving up', 'Karthus']","['Mesugaki', 'Ashe']","['PPPPPPPPPPPPINKI', 'Lulu']",Victoire des Rouges
3435,"['Reîner', 'Camille']","['Kihu', 'Belveth']","['rIaNorton', 'Xerath']","['Balou', 'Kaisa']","['Slowly giving up', 'Elise']","['Korvmannen', 'Teemo']","['Kireboi', 'Khazix']","['xPatataKamikaze', 'Syndra']","['Hellbent Spear', 'Pantheon']","['mmrdoesntmatter', 'Velkoz']",Victoire des Rouges
3436,"['berley fanboy', 'Fiora']","['Steryd', 'Ekko']","['yrzt', 'Talon']","['Emdiel', 'MissFortune']","['BlindKicks', 'Bard']","['TT nunaya', 'Ornn']","['J', 'Graves']","['Kameyamama', 'Akali']","['TTVlateroviann99', 'Samira']","['Slowly giving up', 'Amumu']",Victoire des Rouges
3437,"['BIAŁAS', 'Sejuani']","['dongjune', 'Vi']","['metal shadows', 'Ahri']","['SiLeR8', 'MissFortune']","['MYTH Viking', 'Karma']","['Rhoku', 'Darius']","['schade irgendwie', 'Nidalee']","['FirêAscept', 'Yone']","['WS alberthob', 'Seraphine']","['Slowly giving up', 'Senna']",Victoire des Bleus
3438,"['MYTH Viking', 'Karma']","['xkyz', 'Khazix']","['Fogzy', 'Yone']","['Slowly giving up', 'Veigar']","['WS alberthob', 'Bard']","['chilllofivibe', 'Jax']","['g1ngeren', 'Viego']","['Gangsterkahlil', 'Zed']","['Fred Fat', 'Seraphine']","['Nelun', 'Nautilus']",Victoire des Bleus
3439,"['Zhengg', 'Sejuani']","['EltonhW', 'Kayn']","['l HAVE TO GAP', 'Vladimir']","['WλRL0cK', 'Kaisa']","['Yonna', 'Pyke']","['a Iittle story', 'Jax']","['Black Shusui', 'Nidalee']","['Tziz', 'Syndra']","['VIBE Entei', 'MissFortune']","['Slowly giving up', 'Elise']",Victoire des Bleus
3440,"['Zhengg', 'Sejuani']","['unnjryi', 'RekSai']","['Beep boop ap Mid', 'Syndra']","['acze666', 'Draven']","['Slowly giving up', 'Alistar']","['Dragonworrior76', 'Heimerdinger']","['GG Gaboesh', 'Maokai']","['Astmatyk', 'Akali']","['nighastly smd', 'MissFortune']","['Yonna', 'Pyke']",Victoire des Bleus
3441,"['Ψ SHΣΘL Ψ', 'Renekton']","['cest quali', 'LeeSin']","['0ffroad', 'Ekko']","['MoonBeamSky', 'MissFortune']","['Slowly giving up', 'Yuumi']","['pierce your soul', 'Aatrox']","['Th3Raven', 'Shaco']","['Bu o wakimaerou', 'Sylas']","['BlueEyedPhoenix', 'Varus']","['Lightwøød', 'Bard']",Victoire des Bleus
3442,"['Prime Age', 'Gangplank']","['Coal Miner', 'Lillia']","['twtv holyux', 'TwistedFate']","['R0yals', 'Jinx']","['ALGOSS', 'Renata']","['stowrk', 'Yone']","['TheySeeMeRølliñ', 'Rammus']","['xya20', 'Swain']","['Młody Dinky', 'Kalista']","['Slowly giving up', 'Amumu']",Victoire des Bleus
3443,"['Irish Car Bomb', 'Maokai']","['Hardstuck0', 'Viego']","['DEMONSINMIND', 'Sylas']","['Staxes v9', 'Draven']","['Slowly giving up', 'Elise']","['ΨΣΨ', 'Yorick']","['BATTLE PORK ', 'Graves']","['Phântasm', 'Taliyah']","['χKing', 'Seraphine']","['WE L3MON', 'Pyke']",Victoire des Bleus
3444,"['Kayle 1v9', 'Kayle']","['Su 9', 'Graves']","['Forgotten Future', 'Taliyah']","['Thegloomydreamer', 'Kaisa']","['TMT Boryoku', 'Lulu']","['gigachad820', 'Gnar']","['rakozan', 'Kindred']","['GuαnchO', 'Syndra']","['Casper 1v2', 'MissFortune']","['Slowly giving up', 'Amumu']",Victoire des Rouges
3445,"['psicopatico', 'Riven']","['kevoe', 'Belveth']","['Hijuko', 'Ekko']","['Mukkert', 'Tristana']","['sunt bun rau', 'Lulu']","['Kanhkerbolle', 'Irelia']","['MIodyBoss', 'JarvanIV']","['Get Goobed On', 'Malphite']","['Puki style997', 'Ezreal']","['Slowly giving up', 'Elise']",Victoire des Rouges
3446,"['Glidarn', 'Gnar']","['Kreve', 'Karthus']","['nextstopisecho', 'Zed']","['tou todo narso', 'Draven']","['Slowly giving up', 'Nami']","['gasdlqrd', 'Shen']","['MadFakerZ', 'Graves']","['Djävulsk Tärning', 'Akali']","['hıdeous', 'Jinx']","['Die Athanasia', 'Renata']",Victoire des Bleus
3447,"['luciengroselle59', 'Renekton']","['Askoneshoot', 'Nocturne']","['SasuKevin', 'Ryze']","['GoDB1eSSeD', 'Sivir']","['Zonar', 'Soraka']","['fotoply', 'Ivern']","['Babus jungle acc', 'Belveth']","['Espeduar', 'Yone']","['tou todo narso', 'Samira']","['Slowly giving up', 'Elise']",Victoire des Rouges
3448,"['Jujujulll', 'Mordekaiser']","['FREE Acc', 'Sejuani']","['Djävulsk Tärning', 'Sylas']","['alot of clicks', 'Sivir']","['elo infIated', 'Zilean']","['Sander FrostV', 'Udyr']","['JARGEEEEEEEEE', 'Kayn']","['Lowfire125', 'Karma']","['tou todo narso', 'Draven']","['Slowly giving up', 'Alistar']",Victoire des Rouges
3449,"['Satan Serduszko', 'Jayce']","['Sejunaî', 'Ekko']","['tempeaqrklvogvyj', 'Sylas']","['  Xensational   ', 'Ezreal']","['ArchLL', 'Zyra']","['TFT Gamer77', 'Aatrox']","['barbatus', 'Graves']","['hehexd1234567890', 'Varus']","['tou todo narso', 'Draven']","['Slowly giving up', 'Janna']",Victoire des Rouges
3450,"['alomug kinimod', 'Yorick']","['adryoko', 'Skarner']","['VALSTA CENTRUM', 'Katarina']","['CroniQz', 'Kaisa']","['karolinka wruc ', 'Nami']","['Kumugadonkis', 'Gwen']","['alienag22', 'MasterYi']","['ViCtImTeSt171', 'Azir']","['Xelar1', 'Kalista']","['Slowly giving up', 'Thresh']",Victoire des Bleus
3451,"['lampman31', 'Gangplank']","['UK Requiem', 'Trundle']","['ViCtImTeSt171', 'Ekko']","['YellowMoonkey', 'Aphelios']","['Slowly giving up', 'Janna']","['Dionelux', 'Sejuani']","['FUB Caliban', 'Shyvana']","['MrMannerMight', 'Qiyana']","['Mykeý', 'Ziggs']","['TMG Naikay', 'Nautilus']",Victoire des Bleus
3452,"['zhugemeng', 'Kayle']","['LiL JiferzG', 'Viego']","['Slowly giving up', 'Veigar']","['Ersaleno', 'MissFortune']","['Dertfire', 'Blitzcrank']","['4 Dogs 1 Zoe', 'Nasus']","['BR ORION', 'Graves']","['ITS TRACEUR TUDU', 'Akali']","['bosiniya yongshi', 'Jhin']","['VOTO DI RESA', 'Shaco']",Victoire des Bleus
3453,"['R4C Cutlight', 'Aatrox']","['EARNX', 'JarvanIV']","['Smît', 'Akali']","['tou todo narso', 'Draven']","['Slowly giving up', 'Nautilus']","['NashiraK4III', 'Gragas']","['Mile Kitić', 'Nunu']","['Fetty 2', 'Tristana']","['Pero99', 'Jhin']","['Kacheandii', 'Karma']",Victoire des Bleus
3454,"['XBredi Jr', 'Akali']","['áhe', 'Nocturne']","['SYLAS99', 'Sylas']","['imNyTi', 'Ezreal']","['Not Epsithug', 'Blitzcrank']","['detderT fanboy', 'Yone']","['lztxdy1', 'Zac']","['Mutant GP', 'Leblanc']","['Kamo', 'Tristana']","['T1 UwU', 'Braum']",Victoire des Rouges
3455,"['detderT fanboy', 'Yone']","['HawkDon', 'Karthus']","['yaeøw', 'Lissandra']","['imNyTi', 'Caitlyn']","['Not Epsithug', 'Morgana']","['ÁLISTAR', 'Nasus']","['Traptrix', 'JarvanIV']","['ßob Says Hello', 'Syndra']","['Lxnxvx', 'Jhin']","['Ązalea', 'Nami']",Victoire des Rouges
3456,"['Raetrevand', 'Fiora']","['SADOZO', 'Rumble']","['Killerdexter', 'Ezreal']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Blitzcrank']","['Xiang Ding Dang', 'Jax']","['MrKarazi', 'Viego']","['CN BlackHole', 'Lissandra']","['pyoa', 'Sivir']","['TheRealGreco', 'Senna']",Victoire des Bleus
3457,"['HERVANNAN SMEB', 'Maokai']","['MANE ReNo', 'Elise']","['B5 THRN', 'Jayce']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Blitzcrank']","['Talon911', 'Gragas']","['Akha les condés', 'Graves']","['BreakTheSilence', 'Sylas']","['Lunar Darkness', 'Ezreal']","['Bard i en fart', 'Pyke']",Victoire des Bleus
3458,"['Skinny but smart', 'Ornn']","['BLQT', 'Graves']","['MeowingDuck420', 'Swain']","['imNyTi', 'Varus']","['Not Epsithug', 'Ashe']","['ERIK BS', 'Chogath']","['Qiuuuuuuu', 'JarvanIV']","['L0TUS TTV', 'Xerath']","['The Rili', 'Kaisa']","['Pyobaegje', 'Zyra']",Victoire des Bleus
3459,"['oVermillion', 'Ornn']","['Help me on river', 'Lillia']","['l1bb', 'Tristana']","['INT Mango', 'Sivir']","['Rayman 1', 'Pyke']","['Monsieur BIob', 'MonkeyKing']","['MEGA Cenerino', 'Graves']","['Trxll', 'Diana']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Blitzcrank']",Victoire des Rouges
3460,"['iPatoBlindado', 'Renekton']","['dupao', 'Belveth']","['47MbG47', 'Veigar']","['imNyTi', 'Kaisa']","['epsithug', 'Zilean']","['Eidieght', 'Olaf']","['Zeri feet clean', 'Kayn']","['ωΣΣzZ', 'Yone']","['5M LLing', 'Xayah']","['Radiowecker', 'Karma']",Victoire des Bleus
3461,"['el kongo', 'Malphite']","['Usan san', 'Graves']","['Raippaaja', 'Sylas']","['xyzJayJay', 'Varus']","['Hïtokuro', 'Leona']","['RoboticNoob', 'Garen']","['Pinky', 'Ekko']","['Waind', 'Irelia']","['imNyTi', 'Kaisa']","['epsithug', 'Blitzcrank']",Victoire des Bleus
3462,"['Learning Star', 'Aatrox']","['LittlePeer', 'Zac']","['Whindraylaur', 'Syndra']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Blitzcrank']","['Owenarli', 'Olaf']","['stanak', 'Volibear']","['SIΝ', 'Veigar']","['Huwsegopra', 'Lucian']","['Mandate Mantra', 'Nami']",Victoire des Bleus
3463,"['Pulverheksen4', 'Ornn']","['F0REST DIFF', 'Amumu']","['ChiefTinyLane', 'Katarina']","['imNyTi', 'MissFortune']","['Not Epsithug', 'Maokai']","['Danvrok', 'Camille']","['dadedidodu', 'Ekko']","['I AM TOX1C', 'Anivia']","['Beably', 'Kaisa']","['Nanaralerme', 'Renata']",Victoire des Rouges
3464,"['Etremox', 'Singed']","['AWE psych0', 'XinZhao']","['Otsy', 'Katarina']","['Pieřre', 'MissFortune']","['DoppIer', 'Maokai']","['RobSexspecialist', 'Garen']","['SwagusMagus', 'RekSai']","['Buen juego rito', 'Yone']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Xerath']",Victoire des Rouges
3465,"['Boncers', 'Olaf']","['water shark bomb', 'Graves']","['Ply4Fn', 'Fizz']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Ashe']","['yασ', 'Sett']","['StMoret Etonné', 'Viego']","['Ash23', 'Soraka']","['spikyezz', 'Lucian']","['Showtimez XD', 'Renata']",Victoire des Rouges
3466,"['Lexà', 'Gnar']","['The choy', 'Viego']","['showpos', 'Pantheon']","['ZwiS', 'Karthus']","['Abreuu', 'Senna']","['Poochh', 'Sett']","['ShterevBoho', 'Zac']","['qvjhjozow', 'Viktor']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Zilean']",Victoire des Rouges
3467,"['MandelgPxZl', 'Irelia']","['bard is a titan', 'Viego']","['boomer reflexes', 'Viktor']","['HellF1re', 'Twitch']","['Shoggen', 'Xerath']","['Aimex', 'Garen']","['Vincene', 'Darius']","['Giumble', 'Syndra']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Ashe']",Victoire des Rouges
3468,"['Mcsofty', 'Ornn']","['Matwada', 'Lillia']","['Mchardý', 'Garen']","['GWS BestYiEuw', 'Lucian']","['Leylaz', 'Brand']","['AzZecC', 'Chogath']","['KE Rasengangi', 'Viego']","['Bill Crypto  Δ', 'Galio']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Ashe']",Victoire des Rouges
3469,"['PROJECT Davus', 'Aatrox']","['Mittlere Linie', 'Udyr']","['SΘQL XD', 'Fizz']","['Alvance Pro', 'Vayne']","['Electric Angel', 'Yuumi']","['Vymere', 'Tryndamere']","['ichbinkeinpro', 'Elise']","['Jeziel', 'Velkoz']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Morgana']",Victoire des Rouges
3470,"['Øboer', 'MonkeyKing']","['Spluce v2', 'Kayn']","['P4To', 'Zed']","['imNyTi', 'Varus']","['Not Epsithug', 'Ashe']","['My Bae Yummι', 'Yone']","['anotherbotdif', 'Poppy']","['Dontbetrayme ', 'Talon']","['0dysseiâ', 'Caitlyn']","['Ibo Patrick', 'JarvanIV']",Victoire des Rouges
3471,"['hiderush', 'Fiora']","['CarlJohnsonProut', 'Poppy']","['Jeziel', 'Galio']","['twitchtv xJappa ', 'Karthus']","['Pyum', 'Yuumi']","['sodle', 'Jax']","['sOmBoR MK', 'Kindred']","['haskø', 'Yone']","['imNyTi', 'Varus']","['Not Epsithug', 'Blitzcrank']",Victoire des Rouges
3472,"['Zìs is Rbx', 'Fiora']","['AsianDogBeater', 'Graves']","['Arckosh', 'TwistedFate']","['imNyTi', 'Caitlyn']","['Not Epsithug', 'Morgana']","['MlDget', 'Ornn']","['aBit Kyru', 'Viego']","['perko', 'Syndra']","['ThatsMrPix', 'Twitch']","['FlukeFox', 'Yuumi']",Victoire des Bleus
3473,"['TheUltimato', 'Vi']","['chriZplosi0n', 'Zac']","['Rcenala', 'Lissandra']","['EZmachine ', 'Jinx']","['Shinobi San   ', 'Thresh']","['FIo', 'Riven']","['79336', 'Evelynn']","['Spluce v2', 'Syndra']","['imNyTi', 'Kaisa']","['Not Epsithug', 'Ashe']",Victoire des Rouges
3474,"['John Reese v2', 'Mordekaiser']","['ShackChirac', 'Shaco']","['IBETAI', 'Yone']","['maory ecsamousse', 'Vayne']","['T0xic Worme2', 'Lux']","['ChocacaO', 'Sion']","['sëphïroth ', 'Karthus']","['Better Ban Qiqi', 'Qiyana']","['imNyTi', 'Caitlyn']","['DeRoo', 'Karma']",Victoire des Rouges
3475,"['binyamin', 'Garen']","['ShackChirac', 'Shaco']","['IBETAI', 'Sett']","['Juraj Jánošík', 'Kaisa']","['IStoleYourSoul', 'Braum']","['ChocacaO', 'Sion']","['Sadjak', 'Belveth']","['Hearsthanks ', 'Qiyana']","['imNyTi', 'Varus']","['ESE Schmohi', 'Nautilus']",Victoire des Rouges
3476,"['wetfartenjoyer', 'Sion']","['Serynta', 'Hecarim']","['Fısh', 'Fizz']","['Ronaldobertil12', 'Twitch']","['Ranorr', 'Lulu']","['FCB', 'Ornn']","['Jg dlff ff 15', 'Belveth']","['sexscas', 'Kassadin']","['imNyTi', 'Caitlyn']","['MaxMango', 'Morgana']",Victoire des Bleus
3477,"['Peacewick', 'Warwick']","['ZA WARUDOH', 'Diana']","['TOWERPILOT', 'Kassadin']","['imNyTi', 'Kaisa']","['LounC4', 'Sona']","['YourPPTiny', 'Tryndamere']","['mesag', 'Nunu']","['zusrdbmwh', 'Sylas']","['Eliisnotboss', 'MissFortune']","['Þhoebe', 'Janna']",Victoire des Rouges
3478,"['Kýno', 'Urgot']","['xImFr3ak', 'Sejuani']","['Warlord Azir', 'Azir']","['A 1000 Plateaus', 'Jinx']","['Dulis', 'Zyra']","['imNyTi', 'Garen']","['canneex', 'Diana']","['Donzalez', 'Galio']","['AA7', 'Kalista']","['Nambae', 'Lulu']",Victoire des Bleus
3479,"['LayLayLiLayLom', 'Kennen']","['tempefitpiampfng', 'MasterYi']","['VPE LovingU', 'Nasus']","['imNyTi', 'Kaisa']","['Seikka', 'Zilean']","['RIPTYM3', 'Akshan']","['Rextadark', 'Maokai']","['JoppieBomber69', 'Ahri']","['Usteshav', 'Tristana']","['Zemhèri', 'Karma']",Victoire des Bleus
3480,"['DamnSlayer', 'Ornn']","['pipou val', 'Rammus']","['paga la coca', 'Swain']","['MANZARRA RESET', 'Twitch']","['helpwithusername', 'Lulu']","['Stensopp', 'Gangplank']","['Kalio', 'Diana']","['GigaChad Bird', 'Azir']","['imNyTi', 'Varus']","['Not Epsithug', 'Morgana']",Victoire des Bleus
3481,"['Limpwurt seed', 'Yasuo']","['Not Epsithug', 'Trundle']","['Brein met benen', 'Leblanc']","['imNyTi', 'Sivir']","['KΑTSIKO', 'Yuumi']","['Jukkes ll', 'Camille']","['A Touch of Evil', 'Sejuani']","['Phochien', 'Sylas']","['Deft wαnnαbe', 'Lucian']","['Spirow', 'Nami']",Victoire des Rouges
3482,"['Roma Kingg', 'Poppy']","['T H Y M I O SS', 'JarvanIV']","['łSCP 343ł', 'Vladimir']","['VaroPlay', 'Seraphine']","['Kiwi Coqueto', 'Senna']","['PotatoEaterPeter', 'Kennen']","['Vorah', 'Nocturne']","['ShadowCrow', 'Talon']","['imNyTi', 'Varus']","['Not Epsithug', 'Morgana']",Victoire des Rouges
