,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
860,"['ßaltha', 'Darius']","['Frank Lucás ', 'Nidalee']","['Fryro', 'Ahri']","['Mr Βaby', 'Ezreal']","['TRELLER', 'Bard']","['Yagao IRL', 'Mordekaiser']","['walking npc', 'Graves']","['ξι ξι', 'Qiyana']","['Tobione', 'Ashe']","['kišu', 'Nami']",True
861,"['Mådao', 'Gangplank']","['no ego no cry', 'Shyvana']","['Norata', 'Sylas']","['Clinus', 'Caitlyn']","['Christian Hàrten', 'Leona']","['Olivkungen', 'Shen']","['walking npc', 'Kindred']","['Weakside Wuttke', 'Vladimir']","['Riviak', 'Sivir']","['DΛRKSIDE', 'Nami']",False
862,"['Vozejk Mildorff', 'Ornn']","['DK Schlucht', 'Hecarim']","['Fenris sama', 'Anivia']","['Meep Enjooyer', 'Kaisa']","['La Sainte Crème', 'Ashe']","['ForsenBaj31', 'Shyvana']","['walking npc', 'Graves']","['leepalteksin', 'Vex']","['FCG Pudding', 'Lucian']","['Carlitrø V2', 'Lulu']",False
863,"['Moriatyy', 'Aatrox']","['WhiteShonk', 'Ekko']","['Bughuul', 'Ahri']","['Syfiix', 'Caitlyn']","['LIT Zelan', 'Morgana']","['OPY FunnyFuFuuu', 'Renekton']","['walking npc', 'Graves']","['A Boat of Dreams', 'Kassadin']","['Vipers', 'Jinx']","['Eklypson', 'Janna']",False
864,"['dont ff Copium', 'Camille']","['KacperekxvNygger', 'XinZhao']","['Ferdinand Reshi', 'Anivia']","['Xiø', 'Ashe']","['r7named', 'Karma']","['Why is FISH QAQ', 'Mordekaiser']","['walking npc', 'Kindred']","['Pepek Bol', 'Vex']","['ELECTROSOC', 'Caitlyn']","['Dermdarw', 'Nami']",False
865,"['Le bro Mehdi', 'Malphite']","['samiel1234', 'Hecarim']","['I Am TheShy', 'Yasuo']","['lpma00', 'Kaisa']","['Siggî', 'Blitzcrank']","['thgotze', 'Galio']","['walking npc', 'LeeSin']","['Broccolihaus', 'Quinn']","['Meep Enjooyer', 'Ezreal']","['Shoggen', 'Xerath']",False
866,"['y mb we 15', 'Camille']","['Vulturinae', 'Vi']","['Kirito271', 'Syndra']","['Bughuul', 'Kaisa']","['Don Doss', 'Renata']","['USM Herwyn', 'Nasus']","['walking npc', 'Graves']","['ItsCleanman', 'Fizz']","['Enberg', 'Draven']","['Funky Reky', 'Nautilus']",True
867,"['KFC fanboy420', 'Sett']","['walking npc', 'JarvanIV']","['UWB SWAG DOG', 'Swain']","['Novª', 'Ziggs']","['Jina', 'Yuumi']","['Smogen', 'Volibear']","['NIKOS DGAF', 'MasterYi']","['Rahkagast', 'Zilean']","['N2U', 'Kaisa']","['Carlitrø V2', 'Lulu']",False
868,"['Mortrêd1', 'Aatrox']","['roubertt', 'Evelynn']","['RUSTy B0ster', 'Syndra']","['Shyn', 'Ezreal']","['SdnegeL fo', 'Morgana']","['tSmSxAMaggie', 'Irelia']","['Ylaythedeber', 'Shaco']","['Spicy joe', 'Sylas']","['SNK Cezol', 'Caitlyn']","['walking npc', 'Karma']",False
869,"['Xplode Lampard', 'Kled']","['0jbk', 'Khazix']","['uplemmag', 'Sylas']","['SunFeiFeii', 'Jinx']","['Bestowing Mercy', 'Bard']","['amogus haha ', 'Warwick']","['walking npc', 'Graves']","['TSS X IRay', 'Corki']","['ELBRONCO', 'Jhin']","['DRILL TIME', 'Anivia']",True
870,"['Poppy Aîrlines', 'Malphite']","['walking npc', 'Nocturne']","['300kg hipthrust', 'Ahri']","['Xahdas', 'Varus']","['DEFT DANCE', 'Ashe']","['Hjalmarsson', 'KSante']","['LoLRising', 'Graves']","['IWILLKILLMYSELF', 'Kassadin']","['Bresian', 'Kaisa']","['ElectroZap59', 'Pyke']",True
871,"['milfwi', 'Sion']","['walking npc', 'Elise']","['DeansS', 'Syndra']","['Myth1cal', 'Jhin']","['Revuwu', 'Heimerdinger']","['Hallzerb', 'Aatrox']","['ChampagneHabibi', 'Khazix']","['GrovernDbU', 'Akali']","['AkaliSSBU', 'Yasuo']","['Vinyl Acetate', 'Rakan']",False
872,"['Chamalõw', 'Yone']","['walking npc', 'Nocturne']","['HilaryEsthe', 'TwistedFate']","['McRickochet', 'Kaisa']","['ShenaFuyibayashi', 'Senna']","['Bluenthlye', 'Irelia']","['Baadman', 'XinZhao']","['Y W', 'Kassadin']","['GG BenQ Bozz', 'Jinx']","['Tony Tormenta', 'Janna']",True
873,"['Miami Ultrassss', 'Aatrox']","['walking npc', 'Poppy']","['Bughuul', 'Syndra']","['El DaBingo', 'MissFortune']","['Vox160cm BootsON', 'Lux']","['AE2030', 'Nidalee']","['NewMentalNewLife', 'Khazix']","['staffforla', 'Sylas']","['BRK Summs', 'Ashe']","['Lux Dream', 'Leona']",False
874,"['Remornia', 'Illaoi']","['siNNN', 'Diana']","['Serge du 76', 'Sylas']","['Kline', 'Jhin']","['walking npc', 'Morgana']","['Bendikmannen', 'Teemo']","['YoungDommo', 'RekSai']","['Frofa', 'Yone']","['Kyuuba', 'Kaisa']","['BaBaYaGaOO7', 'Lulu']",False
875,"['Ferocious Rengar', 'Mordekaiser']","['Crackpot Jackpot', 'Shaco']","['Reforged man ', 'Orianna']","['Avaleur2boud1', 'Swain']","['walking npc', 'Senna']","['Obamid7', 'Ornn']","['Slilmon', 'Udyr']","['Kalluah', 'Viktor']","['L Snoop 1818', 'Kaisa']","['TerkL', 'Maokai']",True
876,"['DrunkenBuster', 'Fiora']","['M4lutrIx', 'Kindred']","['PMG LOLE701', 'Vladimir']","['TøCøal', 'Varus']","['EpiCoxTirre', 'Zilean']","['ΞDonkey ωük Φ', 'MonkeyKing']","['walking npc', 'LeeSin']","['Lina', 'Zoe']","['ESP Reality', 'Twitch']","['im rly ugly', 'Lulu']",True
877,"['chenyang0209', 'Mordekaiser']","['walking npc', 'Graves']","['JungerHüpfer', 'Yone']","['MEGADEMILIO', 'Jinx']","['Disxelia', 'Lulu']","['Metal Kor', 'Riven']","['Arcanis Prime', 'Vi']","['A small Tiger', 'Vladimir']","['Hasta Ihtiyar', 'Kaisa']","['Br0ix', 'Renata']",False
878,"['TwTv SadTura', 'Camille']","['Frankus 1v9', 'Kayn']","['Aarontron', 'Ahri']","['God Gun Jhin', 'Jhin']","['Rambasa', 'Zyra']","['ifeelMellow ', 'Maokai']","['walking npc', 'Kindred']","['Nectarios', 'Syndra']","['SOE Dein Vaddi', 'Jinx']","['Qwilex', 'Yuumi']",False
879,"['VPE Issei', 'Jayce']","['walking npc', 'Graves']","['Issei 2nd ', 'Katarina']","['IlIIllIIlIIlllI', 'Lucian']","['Aastrix', 'Amumu']","['weaksidersex69', 'KSante']","['Gengis', 'Viego']","['Jeebus', 'Galio']","['dOwNRex', 'Varus']","['TaliyahTigerUWU', 'Senna']",True
880,"['Big Boy Bosse', 'Illaoi']","['WE G0 JlM', 'Hecarim']","['TineX', 'Veigar']","['Haslama Patates', 'Sivir']","['Phantuple', 'Karma']","['EG4 Franky22', 'KSante']","['walking npc', 'JarvanIV']","['WalterPolly1', 'Viktor']","['Loke Deph', 'Jhin']","['Eduins', 'Alistar']",True
881,"['Loku', 'Kled']","['JulenGod', 'Hecarim']","['Habvo', 'Vex']","['Cabeza Yunque', 'Aphelios']","['Níghtwalker', 'Nami']","['pirate rock27', 'Camille']","['walking npc', 'Sejuani']","['DRXZEKAFAN258', 'Zed']","['youxi jieshu', 'Kaisa']","['SlimTiger', 'Renata']",True
882,"['Wettnoodles', 'Ornn']","['tireless', 'Diana']","['Im the BAD Guyyy', 'Talon']","['Ava Max BigFan', 'Sivir']","['StanNickiMinaj', 'Renata']","['showpos', 'Malphite']","['walking npc', 'Graves']","['King Desolacio', 'Sylas']","['REBEU 4K XXL 1V9', 'Kaisa']","['Kaaz', 'Rakan']",True
883,"['LaJumentDeMichao', 'Irelia']","['TSN Konoisseur', 'JarvanIV']","['TSN Vinñňńer', 'Velkoz']","['Utsugi Iroha', 'Ezreal']","['Lalezug', 'Xerath']","['SuperServerTopXD', 'Camille']","['HecaBot', 'Volibear']","['Leverpostejmaden', 'Syndra']","['KromosomHøvding', 'Kaisa']","['walking npc', 'Brand']",False
884,"['Toplive Matters', 'Irelia']","['0Σ Dive', 'Viego']","['byexzpl', 'Corki']","['TGF Veck', 'Varus']","['walking npc', 'Thresh']","['mixy1', 'Ornn']","['THE RAPΙST', 'Shaco']","['Banished Prodigy', 'Ryze']","['Bot Kingdom', 'Twitch']","['Auxilíum', 'Lulu']",False
885,"['Rkshickn', 'DrMundo']","['rosaroterpanter', 'Kayn']","['cavas', 'Rumble']","['noob sad alone', 'Tristana']","['Pedro Peligro', 'Braum']","['Skumbag Cheetah ', 'Irelia']","['walking npc', 'Hecarim']","['Boquafius Dingle', 'Vladimir']","['Koße', 'Samira']","['Ragabeloo', 'Rell']",False
886,"['Larsenic17', 'Renekton']","['walking npc', 'Diana']","['we scale dont ff', 'Vayne']","['PALMARIUS', 'Twitch']","['Pedro Peligro', 'Yuumi']","['Tigry', 'Yone']","['FrisoCrocoDisco', 'Pantheon']","['IllIIIIllIlll', 'Sylas']","['Jiji763', 'Swain']","['Quail', 'Senna']",True
887,"['Xinke', 'Riven']","['sefaMODZHD', 'Rengar']","['DGW Gery', 'Irelia']","['ILL NEVZY', 'Ashe']","['YorozuyaShrimpy', 'Zilean']","['Arnσld ', 'Morgana']","['walking npc', 'Graves']","['KeyBreath', 'Ahri']","['Park Gi Hoon', 'Draven']","['MASQUE NOIR', 'Amumu']",True
888,"['Siltsu', 'Shen']","['BOB Däniel', 'MonkeyKing']","[' MYTH ChainedUp', 'Orianna']","['Sbigboss', 'Lucian']","['GaeI', 'Nami']","['gày p0rn ènjoyer', 'Mordekaiser']","['walking npc', 'Graves']","['Ape Olaf', 'Viktor']","['RipeuR', 'Aphelios']","['excalibur3023', 'Lulu']",False
889,"['Pebryaal', 'Sion']","['L9 SpeeD', 'Amumu']","['Nije mi lako', 'Syndra']","['Fireb1rd', 'Aphelios']","['GaeI', 'Lulu']","['Biggs38', 'Fiora']","['walking npc', 'Graves']","['Nyson', 'Ahri']","['Rubén Galán Díaz', 'Kaisa']","['Kawma', 'Karma']",False
890,"['Sharx', 'Riven']","['No Pride', 'Ekko']","['LightWorkerr', 'Irelia']","['llAgsll', 'Jinx']","['Jozh', 'Soraka']","['Detesda', 'XinZhao']","['walking npc', 'JarvanIV']","['greyangel420', 'Viktor']","['GypsystolemyPC', 'Varus']","['Mathias LFT', 'Bard']",True
891,"['DaAlf94', 'Teemo']","['0Σ Dive', 'LeeSin']","['CheeksClapper777', 'Zed']","['Xdroidz', 'Jhin']","['K0L0DZIEJ', 'Nautilus']","['WelcomeToEstaIia', 'Gangplank']","['walking npc', 'Sejuani']","['One for Zed ', 'Yone']","['KromosomHøvding', 'Varus']","['zombiemaster2323', 'Rakan']",False
892,"['gày p0rn ènjoyer', 'Darius']","['L1ppx', 'JarvanIV']","['7Whisper', 'Viktor']","['Caporal Giroro', 'Kaisa']","['mid not king', 'Yuumi']","['Jeto desune', 'Sett']","['Always Bounty', 'Graves']","['CiriousJoker', 'Cassiopeia']","['MIskoBaned', 'Sivir']","['Staéhr', 'Senna']",False
893,"['Achílles', 'Olaf']","['Spanish Sahara', 'Viego']","['Artelî', 'Akali']","['Axes for Exes', 'Varus']","['ZoeLover69', 'Thresh']","['Poppy Aîrlines', 'Malphite']","['L1ppx', 'Hecarim']","['Luxfiat', 'Lux']","['suluM0R', 'Caitlyn']","['Vayne Towers', 'MissFortune']",True
894,"['KennLenn', 'DrMundo']","['Stacy Dolan', 'XinZhao']","['L1ppx', 'Ahri']","['Eshkerer ', 'Aphelios']","['WhiteyWhiteMan', 'Rakan']","['Wo Bai Lan', 'Camille']","['pmX', 'LeeSin']","['owlenok', 'Varus']","['STU Nelliels', 'Swain']","['in my prayers', 'Heimerdinger']",False
895,"['AzoKiZ', 'Garen']","['GombeczkaIreny', 'Rengar']","['MlDLANE ENJOYER', 'Sylas']","['L1ppx', 'Xayah']","['Alphabert', 'Zilean']","['DarcosAce', 'Shen']","['RyL PeanutSW 01', 'JarvanIV']","['NY Comix', 'Vex']","['ICrazyFool', 'Tristana']","['Ikayzow', 'Blitzcrank']",False
896,"['Chain Devil', 'Renekton']","['L1ppx', 'JarvanIV']","['balyntakamoloz', 'Corki']","['G Λ R V I', 'Ezreal']","['Elsie Crimson', 'Yuumi']","['NBAkashi', 'Sett']","['JOHN DYR CLASSlC', 'Graves']","['Avεdis', 'Ahri']","['Cleanthus', 'Kaisa']","['utiom542', 'Twitch']",False
897,"['lbfxd', 'Nasus']","['Random Jngl', 'Rammus']","['Amazingz', 'Ahri']","['ZB Wallengren', 'Kaisa']","['L1ppx', 'MissFortune']","['Mården Freakman', 'Sejuani']","['Barcode Wrist 36', 'MasterYi']","['Siturez', 'Vladimir']","['WP Chris', 'Caitlyn']","['RIVÆN', 'Karma']",False
898,"['Top G Poodle', 'Rumble']","['L1ppx', 'Graves']","['Wantendo', 'Syndra']","['Warž', 'Draven']","['SESSIZ OL', 'Nautilus']","['Crysis IV', 'Darius']","['Briøche ', 'Udyr']","['L Alpa Gaga', 'Orianna']","['Mr Lebre', 'Sivir']","['A2 Hubraumbraum', 'Alistar']",False
899,"['Brein met benen', 'Urgot']","['Ferneum', 'Khazix']","['Brice de Nice', 'Cassiopeia']","['Pls dont kill me', 'Vayne']","['sukkubbus1', 'MissFortune']","['L1ppx', 'Poppy']","['OffΙine', 'Rengar']","['CAT EYEBR0WS', 'Syndra']","['SunOmega', 'Tristana']","['Mr Orkapoes', 'Lux']",True
900,"['Bmonkey13', 'Gwen']","['Sylogene gaming', 'Nunu']","['Bueno Ist Liebe', 'Vex']","['α k', 'Kaisa']","['TheSpartatouille', 'Rakan']","['zawi', 'Renekton']","['L1ppx', 'Elise']","['SwiftyKSmurf', 'Tristana']","['YaLi Maker', 'Draven']","['Serlar', 'Xerath']",True
901,"['oispa tehoo xD', 'Illaoi']","['L1ppx', 'JarvanIV']","['deadlykil', 'Anivia']","['SOVEREIGN TYPHON', 'Samira']","['Uciceldricar', 'Janna']","['Tartiflettas', 'Tryndamere']","['The Wokisher', 'Khazix']","['HappyAzirMain', 'Syndra']","['pIz enjoy game', 'Ashe']","['Gregmerdinger', 'Heimerdinger']",True
902,"['TheyCallMeQuinn', 'Quinn']","['Vincene', 'Darius']","['intelo', 'Velkoz']","['Deathrulebann', 'Caitlyn']","['Deathruletrap', 'Nami']","['uncle bashar', 'Olaf']","['L1ppx', 'JarvanIV']","['Grainex', 'Malzahar']","['Golden Marksmán', 'Lucian']","['NUC Haiki', 'Nautilus']",False
903,"['hardstylee zyzz', 'DrMundo']","['RGE Dimxa', 'Mordekaiser']","['Mental Bomm', 'Qiyana']","['Hiliepithie', 'Lucian']","['RedNayce', 'Nami']","['Archivistes', 'Fiora']","['Rhan', 'Chogath']","['Delusional Yasu', 'Yasuo']","['VForzy', 'Caitlyn']","['NarnourAtSupp', 'Lux']",False
904,"['Apik One', 'Fiora']","['Archivistes', 'Mordekaiser']","['Synileath', 'Akshan']","['peel madi pls', 'Kaisa']","['HarshMoon', 'Nautilus']","['Dařiuš', 'MonkeyKing']","['Zeke18', 'Kayn']","['R0MANTIC MACHO', 'Syndra']","['latte', 'Twitch']","['Rátmo', 'Yuumi']",False
905,"['Archivistes', 'Olaf']","['Jubet', 'Zac']","['Klacksen', 'Nidalee']","['me remu', 'Twitch']","['Lepetitpaysan', 'Poppy']","['Canj3l', 'Shen']","['rep matt', 'Belveth']","['NecrosOnBush', 'Velkoz']","['Unlimitedheavens', 'Kaisa']","['Babeta', 'Nautilus']",False
906,"['Archivistes', 'Olaf']","['MOHMOH MOTUS', 'RekSai']","['TEMP14578', 'Sylas']","['Olïx', 'Caitlyn']","['1vs9 carry', 'Bard']","['Transfer Turkey', 'Aatrox']","['Norbelaidan', 'Graves']","['Palela ', 'Fizz']","['I AM MORBISUS', 'Twitch']","['Eternal Care', 'Yuumi']",True
907,"['GigaChadGameplay', 'Fiora']","['vanio xz', 'Nidalee']","['CapsIsMyFather', 'Akali']","['eternal path', 'Twitch']","['Velouté de Radis', 'Yuumi']","['Xahdas', 'Ornn']","['Archivistes', 'Mordekaiser']","['dailydoseofcncer', 'Irelia']","['ad980519', 'Caitlyn']","['VNR Flash', 'Morgana']",True
908,"['rjeljlma', 'Darius']","['Feed apples', 'Lillia']","['Khorneezy', 'Aatrox']","['Stompcity', 'Draven']","['Nanaralerme', 'Karma']","['Archivistes', 'Garen']","['kocham was', 'Hecarim']","['Bodenzell', 'Vex']","['Boosted CezGain', 'Jinx']","['XwpggX', 'Lulu']",True
909,"['Kovasjebe26', 'Shen']","['nznjeboy', 'JarvanIV']","['Voggo101', 'Jayce']","['dadwdasdawdawd', 'Ziggs']","['RYN0N', 'Nami']","['Archivistes', 'Olaf']","['Lapy', 'LeeSin']","['ohhLerse', 'Xerath']","['I beg u try win', 'Kaisa']","['helpmequitlol', 'Karma']",False
910,"['BitBeef', 'Ornn']","['all ı do is nunu', 'Nunu']","['Simphunter', 'Yasuo']","['Sweetkou', 'Kaisa']","['Proxyfox', 'Nami']","['Archivistes', 'Olaf']","['Titan207', 'JarvanIV']","['Cho π ta', 'Vex']","['yaskier', 'Sivir']","['Holgèr', 'Yuumi']",True
911,"['Archivistes', 'Olaf']","['Amoline Ember', 'Zac']","['agent35', 'Singed']","['G Λ R V I', 'Kaisa']","['xauberdave', 'Rakan']","['AMPHÌS', 'Sion']","['TreeVert', 'Udyr']","['WWWWWLuRkZWWWWWW', 'Talon']","['Lynadrielpha', 'Samira']","['Hue Hecarim', 'Yuumi']",False
912,"['Archivistes', 'Olaf']","['Highway Backflip', 'Viego']","['Xyed', 'Cassiopeia']","['IlIlIIIIIlIIIIII', 'MissFortune']","['Alvasalt', 'Bard']","['William4Real', 'Chogath']","['bilas', 'Volibear']","['UnseenPydvalka', 'Akali']","['Unlucky Memer', 'Kaisa']","['Lucraduthe', 'Blitzcrank']",True
913,"['Jógvan', 'KSante']","['ImSoNEET', 'Elise']","['ItsNormalChill', 'Zed']","['Spiritual War', 'Caitlyn']","['kiting grandpa', 'Xerath']","['Archivistes', 'Olaf']","['Answer', 'Shaco']","['TheSimpleMeths', 'Vex']","['Aśkér', 'Varus']","['Devadan', 'Nami']",False
914,"['Archivistes', 'KSante']","['Briøche ', 'XinZhao']","['FAMASlTO', 'Syndra']","['Limmint testing', 'Ashe']","['Vinyl Acetate', 'Leona']","['Sowhfi', 'Darius']","['Wisskhas', 'Nocturne']","['Ohrch', 'Talon']","['envy desire', 'Caitlyn']","['lCherkessl', 'Xerath']",False
915,"['rudolf01', 'Ornn']","['Sudifash', 'Shyvana']","['Billy Butchεr', 'Kassadin']","['Giggo Tyson', 'Lucian']","['Mëssiah', 'Senna']","['Archivistes', 'KSante']","['CroKette', 'Khazix']","['temphrwevzjsfdxu', 'Cassiopeia']","['CJ Caramello', 'Heimerdinger']","['Šhaco Šupport', 'Shaco']",True
916,"['rudolf01', 'Ornn']","['Crimson Kindred', 'Kindred']","['Candle Enjoyer', 'Fizz']","['Flexq Super AD', 'Varus']","['Meckii', 'Lux']","['Archivistes', 'Olaf']","['Futurè', 'Hecarim']","['Rudblex', 'Akali']","['Jibidowni', 'Jhin']","['Freaksterrrr', 'Thresh']",True
917,"['Eyüp', 'Yasuo']","['RTMR', 'Zac']","['chovy student', 'Sett']","['Spicy Jalle', 'Caitlyn']","['Support 1vs10', 'Lux']","['Archivistes', 'Olaf']","['shi guo dong a', 'Ekko']","['Wadwinus', 'Yone']","['STBANJETSKI', 'Samira']","['bloοdy', 'Nautilus']",False
918,"['SunFeiFeii', 'Sett']","['0jbk', 'Gragas']","['WerWolf', 'Malzahar']","['miyaska', 'Lucian']","['Felix5k', 'Nami']","['Archivistes', 'Olaf']","['Favorite Liar', 'Viego']","['Split in Peace', 'Leblanc']","['OH JESUS', 'Varus']","['Doctor Neerup', 'Nautilus']",False
919,"['SH1', 'Jax']","['Masttro', 'MonkeyKing']","['Iron6 pilot irl', 'Ahri']","['HOPEandDOPE', 'Aphelios']","['Le Chibromasoeur', 'FiddleSticks']","['Archivistes', 'Olaf']","['lztxdy1', 'Zac']","['Absence of Color', 'Syndra']","['einfach rein da', 'Sivir']","['Shashoo', 'Yuumi']",False
920,"['Archivistes', 'Olaf']","['Tactical Pick ', 'Diana']","['At0mflunder', 'Yasuo']","['GodEner7', 'Caitlyn']","['PM 4 ELO BOOOST', 'Nami']","['RythmQQ', 'Jax']","['Nils MVP', 'JarvanIV']","['s7effen', 'Viktor']","['VOTO DI RESA', 'Twitch']","['mata au hi made', 'Yuumi']",False
921,"['BeeLikeBruce', 'Nasus']","['qq1938925305', 'Udyr']","['casual clown', 'Sylas']","['VOTO DI RESA', 'Twitch']","['InceTwice', 'Morgana']","['Archivistes', 'Olaf']","['IVAN from RUSSIA', 'Maokai']","['SHIELDMEFROMEVIL', 'Viktor']","['Duye12', 'Aphelios']","['mata au hi made', 'Thresh']",True
922,"['Archivistes', 'Olaf']","['Z Pegaso', 'FiddleSticks']","['PinwXO', 'Varus']","['qunk', 'MissFortune']","['Klaj', 'Thresh']","['GoSu VEKE', 'KSante']","['shi guo dong a', 'RekSai']","['nevermínd', 'Xerath']","['yanjiaxuan', 'Kalista']","['Poisøn łvy', 'Zyra']",True
923,"['Dépressif 2 Loco', 'Renekton']","['I Flame in Morse', 'Kindred']","['CHILDBREEDER', 'Ahri']","['love hate love', 'Kaisa']","['Δ Greeήσíș Δ', 'Janna']","['Archivistes', 'KSante']","['IlIllllllIIll', 'Hecarim']","['ChinoisAttack', 'Sylas']","['pericolo', 'Varus']","['fakersweeddealer', 'Leblanc']",True
924,"['Lv8 Rattata', 'Quinn']","['Ssisedekoa', 'Viego']","['loweloenjoyer', 'Syndra']","['wxinpark', 'Kaisa']","['ΝAΜΙ', 'Nami']","['Archivistes', 'Olaf']","['Pschemek', 'Shyvana']","['Hyxaecony', 'Irelia']","[' É ê Ê È É', 'Lucian']","['Gon D Freecs', 'Renata']",True
925,"['Korean Trigger', 'Zed']","['gaule matinale ', 'KSante']","['EMTE Huy GO', 'Viktor']","['Planned Economy', 'Draven']","['KMPP', 'Pyke']","['Piggey', 'Riven']","['aaddee', 'LeeSin']","['xPsyCongroo', 'Vladimir']","['Sk1T Vizhawks', 'Jhin']","['Archivistes', 'Twitch']",True
926,"['Ultimate Baia', 'Sett']","['LuTTiFoX', 'Diana']","['Ξ Δ Ξ', 'Sylas']","['LES BONS CRITZ', 'Varus']","['DahtsWhatsSheZed', 'Pantheon']","['PotentSaidUlleh', 'Riven']","['Vergnügen ', 'Kindred']","['uωu u so ωarm', 'Akali']","['tempgcsrxzzrwnyj', 'Kaisa']","['4ntos1', 'Nautilus']",True
927,"['SoldatTireur', 'Sejuani']","['UradioNaHajlunga', 'Kindred']","['McEugène', 'Xerath']","['1m50 hohe Kante', 'Caitlyn']","['GandhiUnPeuStp', 'Lux']","['RITO Games', 'Skarner']","['Dcraz', 'Talon']","['ak adventures', 'Sylas']","['LES BONS CRITZ', 'Samira']","['SHARK MENTAL 123', 'Leona']",True
928,"['yorick gamer', 'Yorick']","['FeelsBoostedMaan', 'Ekko']","['Autïsmus Maxïmus', 'Syndra']","['LES BONS CRITZ', 'Draven']","['AUTUnicorn', 'Nami']","['GiraffaSpotify', 'MonkeyKing']","['Hevewoco', 'Kayn']","['StereoHeroeZz', 'Akali']","['Gloinpower', 'KogMaw']","['ˆˆˆˆˇˇˇˇ', 'Karma']",True
929,"['Belu', 'Aatrox']","['unwell in head1', 'LeeSin']","['midbeast int acc', 'Sylas']","['SLR genu', 'Varus']","['BootyAndABeast', 'Lulu']","['BRUMBLE BEE', 'Rumble']","['I Will Perform', 'Talon']","['Sayaka Kudo', 'Zoe']","['end my misery', 'Twitch']","['lThralix', 'Yuumi']",False
930,"['VLAD YOUR DADDY', 'Kayle']","['Diabolic Esper', 'Hecarim']","['Zion Flo', 'Mordekaiser']","['Uebermensch', 'Draven']","['Tranen', 'Zilean']","['Vlâd Țepeș', 'Vladimir']","['IvernedYourLP', 'Ivern']","['jung gap life', 'Cassiopeia']","['kingOfBlacks', 'MissFortune']","['Destroyerade', 'Lulu']",False
931,"['Vlâd Țepeș', 'Vladimir']","['Oblivion Orb', 'Khazix']","['ChinoisAttack', 'Sylas']","['LilSamz', 'Jhin']","['Plusmaa', 'Zilean']","['DRUTUTT FANBΟY', 'Sejuani']","['tcfjqc', 'MasterYi']","['YASIN CHALL ACC', 'Samira']","['forik05', 'Kaisa']","['ALISTER', 'Alistar']",False
932,"['va dau la mue', 'Vladimir']","['YIGACHAD666', 'MasterYi']","['pakuhale', 'Sylas']","['DejaVoo', 'Ezreal']","['ShadowIQQ', 'Blitzcrank']","['Feulda', 'Jax']","['aBit Kyru', 'Hecarim']","['Border Future', 'Ahri']","['dumbmfblonde', 'Jhin']","['Ciapciak is here', 'Morgana']",True
933,"['va dau la mue', 'Vladimir']","['The Bãttle Beast', 'Rengar']","['FormulaBetona', 'Xerath']","['Border Future', 'Ezreal']","['Coach MasterM1nd', 'Lux']","['Vanelle', 'Fiora']","['Manuel Kahn', 'Zac']","['FabulousFlamingo', 'Anivia']","['FNC Rhobalas', 'Xayah']","['SuperXD12', 'Nami']",False
934,"['Im on my own', 'Aatrox']","['Bandíto', 'Warwick']","['Border Future', 'Vex']","['EtheraI', 'Vayne']","['D S Q U A R E D', 'Nami']","['OLB Cloyy', 'Irelia']","['Chrisio', 'Sylas']","['Zack Die Bohne', 'Viktor']","['MadDashy', 'Yasuo']","['Incurable', 'Lulu']",False
935,"['Sh1bbz', 'Shen']","['mwuah', 'Khazix']","['SwordArt', 'Orianna']","['Juicy ADussy', 'Samira']","['Reisun', 'Camille']","['Gαmerboy', 'Yasuo']","['NGBF Ratzy', 'Zac']","['Border Future', 'Syndra']","['ΤITAΝ', 'Nilah']","[' EUW Taylor', 'Leona']",False
936,"['GeraldinevJx', 'Gangplank']","['S13 Iron Prodigy', 'Elise']","['S13 Iron Scrub', 'Tristana']","['Soulmate', 'Twitch']","['Kiwiguard', 'Zilean']","['ÁLISTAR', 'Volibear']","['beteley', 'Shyvana']","['Border Future', 'Zed']","['obedear', 'Nilah']","['Hiliepithie', 'Singed']",False
937,"['nineoneseven', 'Twitch']","['Tony Le CRS', 'Vi']","['EDG x90x97241', 'Talon']","['Nσt Found 404', 'Lucian']","['Podvobraz', 'Nami']","['Torse nu 1v9 ', 'Vayne']","['Chr1š', 'MonkeyKing']","['Border Future', 'Leblanc']","['SPΑCE', 'Jhin']","['shrimply', 'Renata']",True
938,"['gallyazira', 'Ornn']","['6S4P9', 'Hecarim']","['Border Future', 'Azir']","['dumbmfblonde', 'Jhin']","['Duror', 'Brand']","['Racon Dog Camper', 'Mordekaiser']","['DisguisedUtter', 'Nunu']","['Idàs', 'Viktor']","['střelec', 'Varus']","['SEJUANILOVER98', 'Nami']",False
939,"['Bel Bug', 'Sion']","['Chr1š', 'MonkeyKing']","['Border Future', 'Taliyah']","['Mei Jing Xiu', 'Kalista']","['shrimply', 'Renata']","['6S4P9', 'Aatrox']","['No Pride', 'Diana']","['Młody H', 'Zed']","['GGC Hunter', 'Kaisa']","['Kukudu', 'Nami']",True
